website,business_name,address,phone,fax,mobile,full_service_categories
,Oz Victoria Painting and Decorating Services Pty Ltd,Fawkner VIC 3060,,,0421812721,"Interior Decorating,Fabric,Wallpapering,Soft Furnishing Suppliers,Colour Consultancy,Painters,Special Finishes,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Interior,Spray Painting"
,Oz Trans. Daylesford,Faislos VIC 3461,,,0407697877,"Furniture Removal,Corporate Move,Interstate,Including Packing & Unpacking,House Move"
,Oz Trade Services,Auburn NSW 2144,,,0490041508,"Handyman,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs"
mawardrobes.com.auu002F,Oz Top Built In Wardrobes,"10u002F25 Childs RD, Chiping Norton NSW 2163",0297551260,,0414512919,"Wardrobe Suppliers,Wardrobes,Built In Wardrobe Builders,Shelving & Storage Solutions,Standalone Wardrobe Builders"
www.oztileandtimberflooring.com.auu002F,OZ TIMBER AND TILE PTY LTD,Milperra NSW 2214,0287102318,,0430943030,"Bamboo Flooring,Splashback Suppliers,Timber Flooring,Floating Timber Floor Installation,Timber Floor Installation,Timber Flooring Suppliers,Timber Floor Repairs,Timber Floor Coatings,Solid Timber Floor Installation,Vinyl & Laminate,Vinyl Installation,Laminate Flooring Installation"
,Oz Tiling Services,Faulkner VIC 3060,,,0403126463,"Handyman,Basic Tiling,Tilers,Wall Tiling,Floor Tiling"
www.projectorscreens.com.au,Oz Theatre Screens,Jacobs Well QLD 4208,,,0402424177,Home Theatre
www.topdeckflooring.com.au,OZ Trading Pty Ltd,HURSTVILLE NSW 2220,0433786688,,0433786688,"Carpet Repair & Laying,Stairs,Restretch,Overlocking,Laying,Repairs,Floor Coatings,Timber Floor Coating,Liming,Antislip Surfacing,Epoxy Floor Coating,Floor Sanding & Polishing,Stone Polishing,Timber Floor Polishing,Timber Floor Sanding,Concrete Polishing,Plastering & Gyprock,Repairs,Ornamental,Partitioning,Solid Wall,Dry Wall,Timber Flooring,Timber Floor Installation,Timber Flooring Suppliers,Timber Floor Repairs,Timber Floor Coatings,Solid Timber Floor Installation,Floating Timber Floor Installation,Vinyl & Laminate,Vinyl Strip & Seal,Vinyl Installation,Laminate Flooring Installation,Benchtops"
www.ozstair.com.au,Oz Stair,"Warehouse 8, Road, NSW , 45  Davies  RD, Padstow  NSW 2211",1300 365 539,0295215211,,"Balustrading,Balconies,Stairs,Staircases,Timber Staircase (External),Timber Staircase (Internal),Staircase Design + Build,Balustrading"
,Oz Spray 'N' Pave,Canley Heights NSW 2166,0421826461,,0424209999,Paving
,Ozbestos Removal,,,,0402 196 906,"Asbestos Removal,Emergency Removal,Commercial,Small Clean-Ups,Site Decontamination"
,Oz Tiling and Stone,Woodridge QLD 4114,,,0450 748 683,"Bath & Basin Resurfacing,Shower,Tiles,Basin,Bath,Bathroom,Bathroom Resurfacing,Tilers,Cleaning,Tile & Grout,Handyman,Basic Tiling,Kitchen,Resurfacing,Tilers,Limestone,Marble Stone,Natural Stone,Stonemasonry,Restoration & Repairs,Tilers,Tile & Grout Cleaning,Tile Resurfacing,Outdoor Paving,Wall Tiling,Bathroom Tiling,Floor Tiling,Kitchen Tiling,Tile Removal,Mosaic"
,Oz Spark Group,AITKENVALE QLD 4814,0417447717,,0417447717,"Antenna Services,Antenna Relocation,Repairs & Troubleshooting,Suppliers & Installation,Foxtel, TV & Satellite,Digital TV Points,Electricians,Back Up Generators,Home Entertainment System,Renovations,Security Lighting,Lighting,Home Automation,Power Points,Safety Switches,Test & Tag,24/7 Emergency Electricians,Fibre Optic Cables,New Installations,Rewiring,Uninterruptible Power Supply (UPS),Solar Power,Data Cabling,New Homes,Repairs,Switchboards,Home Automation,Repairs,Consultation & Installation,Home Automation Systems,Home Security Products,Home Theatre,Design & Install For Existing Premises,Televisions,Trouble Shooting Service,Design & Install For New Premises,Speakers,Lighting,Design Consultants,Outdoor Lighting Design & Install,Wiring,Maintenance & Servicing,Repairs,Emergency Lighting Design & Install,Install,Pool Lighting Design & Install"
,Oz Spark,Miranda NSW 2228,,0295923679,0405712950,"Electricians,New Installations,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring,Home Automation,Repairs,Test & Tag,Fibre Optic Cables,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Power Points,Switchboards,Lighting"
www.ozstrip.com.auu002F,Oz Strip,Quinns Rocks WA 6030,,,0400577682,"Demolition,Strip Outs,Tilers,Tile Removal"
,Oz Solid Construction,Green Fields SA 5107,,,0426287491,Verandahs
,OZ STRUCTURAL ENGINEERING CONSULTANT,Hornsby NSW 2077,,,0433725568,Engineering - Structural
ozshadesqld.com.auu002F,OZ SHADES QLD PTY LTD,HELENSVALE QLD 4212,,,0421 055 488,"Awning Suppliers,Folding Arm Awnings,Fixed Awnings,Drop Arm Awnings,Automatic Awnings,Roller Awnings,Awnings,Custom Design,Installation,Blinds,Indoor,Full Service,Blinds Suppliers,Roman Blinds,Roller Blinds,PVC Cafe Blinds,Pleated Blinds,Vertical Blinds,Panel Glide Blinds,Venetian Blinds,Holland Blinds,Timber Blinds,Outdoor,Curtains,Custom Made,Ready Made,Accessories,Privacy Screens,Window Shutters,Custom Design & Install,Timber Shutters,Plantation Shutters,Venetian Shutters,Louvre Shutters,External Shutters"
www.ozroof.com.au,OZ Roof (Buildrite),Merrylands West NSW 2160,,,0411391622,"Guttering,Install Steel Gutters,Install Downpipes,Install Gutters,Roof Repairs,Roof Tile Replacement,Repointing,General Maintenance,Restoration,Roofing,Metal & Colorbond Roofing,Tiled Roofing,Roofing Material Suppliers,Bedding & Pointing,Roofing Contractors"
,Oz Rock Excavations,"30 Blue Bell DRV, Wamberal NSW 2260",,,0424 413 987,"Excavation,Confined Space (mini excavator),Site-Cuts,Earth Moving,Retaining Walls,Stone Retaining Walls,Stonemasonry,Stone Walls"
,Oz Rock Construction Pty Ltd,,,,0418 409 705,"Bricklaying,Concreting"
www.ozrobes.net,Oz Robes,"1C 77 Munibung RD, Cardiff NSW 2285",02 4969 7066,,0414 595 900,"Wardrobe Suppliers,Wardrobes,Standalone Wardrobe Builders,Built In Wardrobe Builders,Shelving & Storage Solutions"
,Oz Rock Concrete,Vasse WA 6280,0413491985,,,"Concreting,Formwork,Footpaths,Driveways,Foundations"
,oz rendering group,NARRE WARREN SOUTH VIC 3805,0421811732,,0421811732,"Mouldings,Render,Rendering,Acrylic Render,Cement Render,Bagging"
,Oz Ranu Services,Wynnum QLD 4178,,,0434282637,"Cleaning Services - Commercial,Graffiti Removal,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups"
,OZ Pro Painting & Maintenance Services,Cranbourne North VIC 3977,,,0411446049,"Handyman,Basic Plastering,Painters,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial,Colour Consulting,Exterior Timber Maintenance"
ozplumbingandirrigation.com,Oz Plumbing & Irrigation,North Bondi NSW 2026,,,0416183016,"Gas Fitters,Gas Repairs,Gas Installation,Irrigation Systems,Plumbers,Drain Repairs,Toilet Installation,New Drains,New Homes,Blocked Drains,Home Renovations,Solar Hot Water,General Maintenance,24/7 Emergency Plumbers,Plumbing Installation,Toilet Repairs"
,Oz Pix Discount Roof Restore,Voyager Point NSW 2172,,,0246285057,"Guttering,Gutter Guards,Painters,Roof,Roof Repairs,General Maintenance,Restoration,Metal & Colorbond Roof Repairs,Roof Tile Replacement,Repointing,Skylights,Install,Ventilation,Roof Ventilation"
,OZ Pest Control NSW,Glendenning NSW 2761,,,0404626125,"Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pre-Purchase Property Inspections"
,OZ PEST CONTROL CANBERRA,Gilmore ACT 2905,,,0401688719,"Gutter Protection,Pest Control,Vermin,Possums,Termites,Fleas,Spiders,Preconstruction Treatments,Cockroaches,Snake Removal,Birds,Bee Removal,Silverfish,Bed Bugs,Ants,Rabbit Control,Wasp Removal,Rodent Control,Pest Control Products"
,OZ Shutters,SHALVEY NSW 2770,0432921938,,0432921938,"Roller Shutters,Window Shutters,Louvre Shutters,Installation Only,External Shutters,Custom Design & Install"
ozpaveresurfacing.hipages.com.au,Oz Pave Resurfacing,,,,0417 103 557,"Cleaning Services - Commercial,High Pressure Cleaning,Concrete Resurfacing,Concrete Repair & Reseal,Anti-Slip Concrete Resurfacing,Decorative Concrete Coatings,Concreting,Concrete Removal,Coloured Concrete,Cleaning,Spray-On,Sealing,Footpaths,Driveways,Floor Coatings,Antislip Surfacing,Epoxy Floor Coating,Handyman,Basic Painting,Odd Jobs,Basic Concreting,Painters,Special Finishes,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Interior,Spray Painting,Pergolas,Construction,Pressure Cleaning,Driveway Clean,Paving Clean,Brick Cleaning,Render,Roof Repairs,Restoration,Metal & Colorbond Roof Repairs,Repointing"
,Oz Painting and Paperhanging,Cronulla NSW 2230,,,0407708355,"Handyman,Basic Painting,Paint Suppliers,Coatings,Indoor,Outdoor,Painters,Colour Consulting,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial"
,OZ MATE TILING PTY LTD,WOODRIDGE QLD 4114,,,0402 935 613,"Tilers,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Floor Tiling,Tile Removal,Mosaic,Outdoor Paving"
,Oz Maintenance and Automation,Parramatta NSW 2150,0431277022,,0478773389,"Carpet & Upholstery Cleaning,Carpet Steam Cleaning,Carpet Dry Cleaning,Cleaning,Rental Bond & Move Out Clean,Cleaning Services - Commercial,Graffiti Removal,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Gutter Cleaning,Commercial,Inspections - Building,Commercial,Pool Maintenance,Pool Cleaning Service,Servicing,Maintenance & Repairs,Window Cleaning,Abseiling"
,OZ Lawn Services,Reservoir VIC 3073,,,0423671871,"Garden Maintenance,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Landscaping & Gardening,Horticulture,Landscape Construction,Landscape Design"
www.ozkitchens.com.au,Oz Kitchens,Smithfield NSW 2164,9729 1223,,,"Carpets,Install,Kitchen,Cabinet Makers,Benchtops,Kitchen Renovation,New Kitchen,Shopfitters,Installation,Office Fit Outs,Timber Flooring,Timber Flooring Suppliers,Timber Floor Coatings,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation,Vinyl & Laminate,Laminate Flooring Installation"
,OZ King Cleaning,ELIZABETH HILLS NSW 2171,0450377887,,0450377887,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Products,Cleaning Services - Commercial,Office Cleaning,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Pool Maintenance,Pool Cleaning Service,Window Cleaning,Abseiling,Standard"
www.oz-king.com.au,Oz King Home Improvement Solutions,"34 Panamax RD, Ravenhall VIC 3023",03 9746 9642,,0418339024,"Blinds Suppliers,Timber Blinds,Roller Blinds,Vertical Blinds,Venetian Blinds,Flyscreens,Install Flyscreen Doors,Suppliers,Install Retractable Screens,Install Flyscreen Windows,Roller Shutters,Security,Security Screens & Doors,Door Install,Screen Install,Window Shutters,Timber Shutters,Venetian Shutters,Plantation Shutters,Installation Only,Louvre Shutters,External Shutters,Custom Design & Install"
,Oz Install,Sydney City NSW 2560,,,0449280887,"Carpenters,Renovations,Architraves,Skirting,Furniture Removal,House Move,Corporate Move,Interstate,Including Packing & Unpacking,Small Move,Handyman,Basic Carpentry"
www.ozimagetiling.com.auu002Findex.html,Oz Image Tiling,Stanhope Gardens NSW 2768,,,0433 147 740,"Bathroom,Tilers,Design,Floor Coatings,Epoxy Floor Coating,Kitchen,Tilers,Limestone,Pressure Cleaning,Paving Clean,Driveway Clean,Splashbacks,Tilers,Tile Removal,Mosaic,Grouting & Regrouting ,Outdoor Paving,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Floor Tiling,Waterproofing,Bathroom,Balconies"
,Oz Heat and Cool,Mount Waverley VIC 3149,,,0403962762,"Air Conditioning,Evaporative Cooling,Ducted,Suppliers,Air Conditioners,Installation,Reverse Cycle,Repairs & Maintenance,Refrigeration,Split System"
,Oz Handyman And Lawn Services,Hallam VIC 3803,,,0481248352,"Garden Maintenance,Gardening,Garden Cleanup,Weed Control,Garden Rubbish Removal,Fertilising,Slashing,Pruning & Trimming,Handyman,Welding,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Lawn & Turf,Disease And Pest Management,Synthetic Turf Supply & Install,Laying,Supply,Lawn Mowing,Larger Fields,Gardens"
www.ozgeos.com.auu002F,Oz Geos,Dallas VIC 3047,,,0450336240,"Engineering - Structural,Excavation,Earth Moving,Site-Cuts,Compacting,Service Location,Boring,Post Hole Digging,Pool Excavations,Confined Space (mini excavator),Pit Installation,Under Road Boring,Horizontal Directional Drilling,Trenching"
www.ozsmartthings.com.au,OZ Smart Things,Mosman NSW 2060,,,0403783488,"Electricians,Home Automation"
,Oz Glass Pty Ltd,GEORGES HALL NSW 2198,,,0410392042,"Glass & Glazing,Glass Bricks,Glass Cutting,Glazing,Glass Replacement,Glass Installations,Mirrors,Shopfitters,Shop Fronts,Shop Doors,Window Repairs,Glass Repairs,Glass Replacement,24/7 Emergency,Window Frame Repairs,Windows,Window Installation,Double Hung Windows,Window Frames,Double Glazed WIndows,Timber Windows,Whole Window Replacement,Casement Windows,Aluminium Windows,Glass Supply & Replacement,Bi Fold Windows,Sliding Windows,Awning Windows,PVC Windows,Window Repairs,Louvre Windows"
,Oz Garden Solutions,Yangebup WA 6164,,,0414627017,"Garden Maintenance,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Weed Control,Fertilising,Pruning & Trimming,Landscaping & Gardening,Landscape Design"
ozpaintings.com.auu002F,OZ Painting & Decorate,Bondi Junction NSW 2022,,,0424994905,"Paint Suppliers,Coatings,Indoor,Outdoor,Painters,Colour Consulting,Roof,Exterior Timber Maintenance,Fence Painting,Spray Painting,Exterior,Special Finishes,Interior,Commercial,Plastering & Gyprock,Repairs,Ornamental,Partitioning,Solid Wall,Dry Wall"
,OZ FENCING & WELDING,Frankston VIC 3199,,,0497831329,"Fencing,Rural Fencing,General Contractor,Steel,Fencing Suppliers,Gates,Supply & Install,Custom Gates,Automatic Gates,Wrought Iron Gates,Gate Suppliers,Handyman,Welding"
www.ozfence.com.au,Oz Fence and Metal Fabrication,Dandenong South VIC 3175,,,0435310222,"Fencing,Glass,Steel,Brick,Rural Fencing,Timber,Aluminium,General Contractor,PVC"
www.ozepoxy.comu002F,Oz Epoxy Floor Coatings,CONSTITUTION HILL NSW 2145,,,0451841508,"Concreting,Grinding,Floor Coatings,Antislip Surfacing,Epoxy Floor Coating,Pool Builders,Resurfacing"
,OZ FENCING & MAINTENANCE,Guildford NSW 2161,,,0466216184,"Fencing,Timber,Colorbond Fencing,Gates,Supply & Install,Custom Gates,Automatic Gates,Pool Fencing,Installation"
,Oz Electrical and Air conditioning,DOONSIDE NSW 2767,0404410699,,0404410699,"Air Conditioning,Refrigeration,Air Conditioners,Split System,Suppliers,Evaporative Cooling,Installation,Ducted,Repairs & Maintenance,Reverse Cycle,Electricians,New Installations,Security Lighting,Lighting,New Homes,Safety Switches,24/7 Emergency Electricians,Home Entertainment System,Rewiring,Home Automation,Test & Tag,Repairs,Fibre Optic Cables,Solar Power,Renovations,Uninterruptible Power Supply (UPS),Data Cabling,Power Points,Switchboards,Back Up Generators,Security,CCTV,Alarm Systems,Access Control,Intercom Systems,Security Lighting,Security Card Access,24 Hour Monitoring,Security Guards"
,Oz Eagle Cleaning and Maintenance Services,Carlton NSW 2218,,,0408291019,"Carpet & Upholstery Cleaning,Carpet Steam Cleaning,Cleaning,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Washing & Ironing,Cleaning Services - Commercial,High Pressure Cleaning,Office Cleaning,Exterior Cleaning,Garden Maintenance,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Window Cleaning,Abseiling,Standard"
www.ozehomes.com.au,Set Projects,Mount Pritchard NSW 2170,,,0411894933,"Building,Project Management,Home Extensions,Renovation,New Home,Granny Flats,Re Stumping,House & Land Packages"
,Oz Direct Cleaning And Maintenance,Haberfield NSW 2045,0419614635,,0425239201,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Services - Commercial,Exterior Cleaning,Builder Clean Ups,Office Cleaning,Concreting,Cleaning,Gutter Cleaning,Stormwater Pits & Drains,Roof Gutters,Handyman,Basic Painting,Basic Tiling,Pressure Cleaning,Paving Clean,Brick Cleaning,Driveway Clean,Tilers,Tile & Grout Cleaning,Vacuum Cleaners,Window Cleaning,Standard"
,Oz E Cool Pty Ltd,Cloncurry QLD 4824,0747420700,,0418713608,"Air Conditioning,Suppliers"
ozflooringsydney.com.auu002F,OZ FLOORING SYDNEY,Riverwood NSW 2210,02 9538 2014,,0432 733 879,"Bamboo Flooring,Timber Flooring,Timber Flooring Suppliers,Timber Floor Coatings,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation,Vinyl & Laminate,Laminate Flooring Installation"
www.ozcranes.com.au,Oz Cranes & Rigging,East Bendigo VIC 3550,0354422960,,,"Equipment Hire,Crane,Access Equipment"
,Oz Euro Design,Derrimut VIC 3030,,0393635780,0411895677,"Fencing Suppliers,Security Fencing Suppliers,Glass Fencing Suppliers,Garden Fencing Suppliers,Pool Fencing Suppliers,Handyman,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing,Basic Carpentry,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair"
,Oz Coat Cement Rendering,Wamberal NSW 2260,0415809554,,0415809554,"Render,Rendering,Acrylic Render,Cement Render,Bagging"
,Oz Clean Services QLD,Boondall QLD 4034,,,0498328534,"Carpet & Upholstery Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Carpet Steam Cleaning,Cleaning,Rental Bond & Move Out Clean,Oven Cleaning,Home Cleaners,Washing & Ironing,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean"
,Oz Electrics,,,,0411148001,"Electricians,Home Automation,Repairs,Fibre Optic Cables,Renovations,Test & Tag,Data Cabling,Power Points,Switchboards,Lighting,New Installations,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring"
www.ozhomeservice.com,Oz Home Service,Chatswood NSW 2067,,,0432283073,"Carpet & Upholstery Cleaning,Sanitising & Deoderising,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Cleaning,Tile & Grout,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Services - Commercial,High Pressure Cleaning,Builder Clean Ups,Office Cleaning,Exterior Cleaning,Vinyl & Laminate,Vinyl Strip & Seal,Window Cleaning,Abseiling,Standard"
,Oz Clean Mate - E&J Hr Pty Ltd,Morayfield QLD 4506,,,0452470321,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Services - Commercial,Office Cleaning"
https:u002Fu002Fwww.ozcleanemeraldcity.com.au,OZ Clean Emerald City,Emerald QLD 4720,0478 387 066,,0478 387 066,"Carpet & Upholstery Cleaning,Sanitising & Deoderising,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Cleaning,Duct Cleaning,BBQ Cleaning,One Off Clean,Oven Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Tile & Grout,Cleaning Services - Commercial,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Office Cleaning,Exterior Cleaning,Gutter Cleaning,Commercial,Stormwater Pits & Drains,Roof Gutters,Pressure Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Rubbish Removal,Rubbish Removal Service,Vinyl & Laminate,Vinyl Strip & Seal"
,OZ Choice Carpentry,Cherrybrook NSW 2126,,,0450569531,"Carpenters,Windows,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors,Handrails,Formwork,Carports,Carpenter"
,Oz Carpentry & Maintenance,LOWER PORTLAND NSW 2756,0438987080,,0438987080,"Awnings,Repairs,Carpenters,Doors,Formwork,Architraves,Windows,Skirting,Renovations,Decking,Ramps,Handrails,Cladding,Timber,Internal,Vinyl,External,Wall,Cement,Concreting,Foundations,Footpaths,Concrete Removal,Sealing,Doors,Door Installation,Handrails,Balconies,Handyman,Basic Concreting,Lock Repairs,Shower Base Repair,Picture & Mirror Hanging,Basic Carpentry,Basic Garden Jobs,Basic Plastering,Basic Bricklaying,Furniture Assembly,Basic Painting,Welding,Basic Paving,Window & Door Repairs,Odd Jobs,Basic Tiling,Basic Fencing,Landscaping & Gardening,Landscape Construction,Roof Repairs,General Maintenance,Metal & Colorbond Roof Repairs,Roofing,Metal & Colorbond Roofing,Shopfitters,Skylights,Repairs,Install,Timber Flooring,Floating Timber Floor Installation,Timber Flooring Suppliers,Timber Floor Installation,Timber Floor Repairs,Timber Floor Coatings,Solid Timber Floor Installation,Vinyl & Laminate,Laminate Flooring Installation,Vinyl Strip & Seal,Benchtops,Vinyl Installation"
,Oz Cut Tree Services,Helensvale QLD 4212,,,0428488039,"Arborist,Tree Removal,Tree Pruning,Tree Felling,Felling,24/7 Emergency,Stump Grinding,Lopping"
,OZ DELIVERY PTY LTD,Cabramatta NSW 2166,,,0416799968,"Furniture Removal,Interstate,Including Packing & Unpacking,Small Move,House Move,Corporate Move"
,Oz Brick Cleaning,Roxburgh Park VIC 3064,,,0435745323,"Pressure Cleaning,Paving Clean,Pool Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal"
,OZ BIN HIRE,,,,0421 021 788,"Rubbish Removal,Skip & Truck Hire"
www.ozautomation.com.auu002F,Oz Automation,"22 Phaius ST, Acacia Ridge QLD 4110",,,0425741017,"Garages,Garage Doors,Gates,Automatic Gates"
,Oz Garage Doors,HEATHMONT VIC 3135,0460573151,,0460573151,"Awning Suppliers,Garages,Garage Doors,Roller Shutters,Window Shutters,Installation Only,External Shutters,Custom Design & Install,Timber Shutters,Venetian Shutters,Louvre Shutters"
,Oz Assembly,Clovelly NSW 2031,,,0478506782,"Handyman,Furniture Assembly"
,Oz Appliances Repair,CRANBOURNE WEST VIC 3977,0430128356,,,"Appliance Repairs,Washing Machines,Refrigerators,Clothes Dryers,Ovens & Range Hoods,Dishwashers"
,Oz Antennas,Macksville NSW 2447,,0243846300,0427683700,"Antenna Services,Foxtel, TV & Satellite,Antenna Relocation,Repairs & Troubleshooting,Suppliers & Installation,Digital TV Points"
,OZ & SK fabrications,WETHERILL PARK NSW 2164,0411044310,,0411044310,"Balustrading,Balconies,Stairs,Fencing & Gates,Carports,Suppliers,Carpenter,Drafter,Builder,Fencing,General Contractor,Glass,Aluminium,Glass Balustrades,Pergolas,Custom Design,Pergola Covers,Metal Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction,Pool Fencing,Installation,Glass Pool Fencing"
www.ozairgroup.com.auu002F,OZ AIR GROUP,Ivanhoe North VIC 3079,0418711484,,,"Air Conditioning,Installation,Repairs & Maintenance,Reverse Cycle,Split System,Suppliers,Ducted,Air Conditioners,Appliance Repairs,Air Conditioners,Electricians,New Homes,Switchboards,Safety Switches,Renovations,New Installations,Heating Systems,Reverse Cycle,Supply & Install"
,OZ & Co Construction,Guildford NSW 2161,,,0438896671,"Bathroom,Complete Bathroom Renovation,Demolition,Strip Outs,Kitchen,Kitchen Renovation,Landscaping & Gardening,Horticulture,Project Management,Landscape Design,Roofing,Bedding & Pointing,Roofing Contractors,Metal & Colorbond Roofing,Rubbish Removal,Rubbish Removal Service"
,Oyster Cove Plumbing Gas,OYSTER COVE TAS,(03)57560930,(03)57560304,,"Gas Fitters,Plumbers"
ozcleaningsolutions.com.auu002F,Oz Carpet Cleaning,Clayton VIC 3168,0385101186,0351740558,,"Carpet & Upholstery Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Sanitising & Deoderising,Carpet Steam Cleaning,Cleaning,Oven Cleaning,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Cleaning Services - Commercial,Office Cleaning"
,Oyster Ceilings,SOUTH LAKE WA 6164,0433229583,,0433229583,"Ceilings,Insulation,Supply & Install Ceiling Insulation,Plastering & Gyprock,Partitioning,Dry Wall,Repairs"
,Oz Cleaning,Adelaide SA 5000,,,0417044434,"Cleaning,Oven Cleaning,Duct Cleaning,BBQ Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners"
,Oyster Bay Hire,,,,0427 585 974,Excavation
,Oyangoren Construction,Frankston North VIC 3200,,,0413 974 070,"Bathroom,Complete Bathroom Renovation,Carpenters,Renovations,Decking,Architraves,House Frames,Skirting,Doors,Handrails,Windows,Carports,Carpenter,Cladding,External,Concreting,Concrete Retaining Walls,Decking,Composite Decking,Timber Decking,Construction,Fencing,Steel,Timber,Kitchen,Kitchen Renovation,Landscaping & Gardening,Landscape Construction,Patios,Builders,Paving,Paths,Garden Edges,Pool Areas,Patios,Driveways,Pergolas,Construction,Custom Design,Metal Pergola Builders,Timber Pergola Builders,Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Timber Retaining Walls,Timber Flooring,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation"
,Oxman Bricklaying and Constructions,Goulburn NSW 2580,0407437359,,0407437359,"Bricklaying,Piering,Brick Pointing,Brick Fences,Extensions,Alterations & Additions,Fireplaces,Carpenters,Skirting,Formwork,Decking,Renovations,Doors,Architraves,Handyman,Basic Carpentry,Basic Bricklaying,Basic Paving,Paving,Pool Areas,Patios,Driveways,Paths,Garden Edges"
www.oxleysdoors.com.auu002F,Oxleys Doors & More P/L,Mildura VIC 3500,0350212570,,,"Window Shutters,Installation Only,External Shutters,Custom Design & Install"
,Oxygem Pools,Kotara NSW 2289,,,0411866556,"Pool Accessories,Pool Filter,Pool Maintenance,Servicing,Maintenance & Repairs,Pool Cleaning Service"
,Oxley Landscaping,"1 Jill ST, Morwell VIC 3840",,,0412 953 922,"Garden Maintenance,Weed Control,Fertilising,Pruning & Trimming,Garden Cleanup,Garden Rubbish Removal,Slashing,Gardening,Irrigation Systems,Irrigation Consultancy,Drip Irrigation Systems,Grey Water Systems,Spray Systems,Irrigation Repairs,Landscaping & Gardening,Project Management,Landscape Construction,Landscape Design,Horticulture,Lawn & Turf,Laying,Supply,Paving,Garden Edges,Pool Areas,Patios,Driveways,Paths,Retaining Walls,Material Suppliers,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls,Water Features,Installation,Custom Design,Construction"
,Oxley Landscapes,Bowral NSW 2576,,,0438107550,"Landscaping & Gardening,Landscape Construction,Landscape Design"
,Oxley Coffee Machine Repairs,Uralla NSW 2358,,,0401900803,"Air Conditioning,Refrigeration,Appliance Repairs,Clothes Dryers,Dishwashers,Washing Machines,Refrigerators,Air Conditioners,Microwaves,Heaters"
